employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-02601,Mārtiņš Liepiņa,SIA Omniva,Latvia,Riga,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Night,2015-07-28,2017-11-03,Exited,No,,Yes,Yes,2017-05-04,Yes,66,6,29,SAP SuccessFactors,No,
OMN-02602,Ilze Jansons,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Senior Parcel Locker Technician,Senior,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2016-08-20,,Active,Yes,2016-08-28,Yes,Yes,2018-12-16,Yes,99,4,11,SAP SuccessFactors,No,
OMN-02603,Mārtiņš Kalniņš,SIA Omniva,Latvia,Daugavpils,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Part-time,Permanent,Evening,2021-04-17,,Active,Yes,2021-05-29,Yes,Yes,2024-06-23,Yes,80,1,37,SAP SuccessFactors,No,
OMN-02604,Jānis Krūmiņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2025-02-16,,Active,Yes,2025-04-10,Yes,No,2026-02-28,Yes,56,5,33,SAP SuccessFactors,No,
OMN-02605,Anna Bērziņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Senior Delivery Coordinator,Senior,OMN-02530,Anna Bērziņš,Full-time,Permanent,Morning,2022-12-20,,Active,Yes,2022-12-24,Yes,Yes,2024-11-28,Yes,94,0,42,SAP SuccessFactors,No,
OMN-02606,Laura Zariņš,SIA Omniva,Latvia,Riga,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02686,Jānis Zariņš,Seasonal,Permanent,Evening,2019-11-13,,Active,Yes,2019-12-13,No,Yes,,Yes,84,0,0,SAP SuccessFactors,No,
OMN-02607,Edgars Liepiņa,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Fixed-term,Rotating,2018-08-16,,Active,Yes,2018-08-25,Yes,Yes,2023-09-11,Yes,80,1,0,SAP SuccessFactors,No,
OMN-02608,Elīna Krūmiņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Evening,2016-02-10,,Active,Yes,2016-02-15,Yes,Yes,2025-01-14,Yes,74,6,20,SAP SuccessFactors,Yes,
OMN-02609,Rihards Krūmiņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Senior Sorting Operator,Senior,OMN-02509,Artūrs Zariņš,Full-time,Fixed-term,Rotating,2021-01-11,,Active,Yes,2021-02-06,Yes,Yes,2024-06-23,Yes,64,2,0,SAP SuccessFactors,No,
OMN-02610,Līga Krūmiņš,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Operations Lead,Lead,OMN-02525,Kristaps Kalniņš,Part-time,Fixed-term,Standard office hours,2014-05-03,,Active,Yes,2014-06-27,No,Yes,,No,58,5,9,SAP SuccessFactors,No,
OMN-02611,Roberts Vītols,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Senior Courier,Senior,OMN-02481,Ilze Zariņš,Part-time,Permanent,Rotating,2022-02-18,,Active,Yes,2022-02-23,Yes,Yes,2024-09-26,Yes,67,4,51,SAP SuccessFactors,Yes,
OMN-02612,Jānis Bērziņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02481,Ilze Zariņš,Full-time,Fixed-term,Evening,2016-09-09,2025-08-23,Exited,Yes,2016-10-20,Yes,Yes,2018-06-15,Yes,78,13,16,SAP SuccessFactors,No,
OMN-02613,Edgars Jansons,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Full-time,Fixed-term,Rotating,2018-02-02,,Active,Yes,2018-03-20,Yes,Yes,2021-01-02,No,83,3,25,SAP SuccessFactors,No,
OMN-02614,Ilze Vītols,SIA Omniva,Latvia,Liepaja,Sales & Partnerships,Commercial,Sales Specialist,Specialist,OMN-02464,Elīna Priede,Full-time,Permanent,Standard office hours,2020-09-13,,Active,Yes,2020-11-08,Yes,Not required,2026-06-19,Yes,,1,7,SAP SuccessFactors,No,
OMN-02615,Edgars Vītols,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Department Manager,Manager,OMN-00368,Maarja Rebane,Full-time,Service contract,Standard office hours,2016-08-09,,Active,Yes,2016-09-02,No,Yes,,Not eligible,71,0,4,SAP SuccessFactors,No,
OMN-02616,Jānis Krūmiņš,SIA Omniva,Unknown,Unknown,Last-Mile Delivery,Operations,Senior Courier,Senior,OMN-02530,Anna Bērziņš,Contractor,Service contract,Morning,2017-09-22,,Active,Yes,2017-11-12,No,Yes,,Not eligible,80,7,31,SAP SuccessFactors,No,Invalid country
OMN-02617,Roberts Ozoliņš,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Customer Support Agent,Specialist,OMN-02615,Edgars Vītols,Full-time,Service contract,Standard office hours,2025-08-27,,Active,Yes,2025-09-13,Yes,Not required,2025-11-02,Yes,85,12,9,SAP SuccessFactors,Yes,
OMN-02618,Anna Liepiņa,SIA Omniva,Latvia,Riga,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Rotating,2024-09-03,,Active,Yes,2024-09-29,Yes,Yes,2026-03-03,Yes,81,4,42,SAP SuccessFactors,Yes,
OMN-02619,Līga Vītols,SIA Omniva,Latvia,Valmiera,Sales & Partnerships,Commercial,Key Account Coordinator,Specialist,OMN-02653,Roberts Zariņš,Full-time,Permanent,Hybrid,2020-02-29,,Active,Yes,2020-03-09,Yes,Not required,2020-10-27,No,95,6,12,SAP SuccessFactors,No,
OMN-02620,Roberts Bērziņš,SIA Omniva,Latvia,Riga,HR & People Operations,People,People Operations Specialist,Specialist,OMN-02437,Dace Zariņš,Full-time,Permanent,Remote-friendly,2026-05-11,,Active,Yes,2026-05-22,Yes,Not required,2026-05-23,Not eligible,77,4,15,SAP SuccessFactors,Yes,
OMN-02621,Artūrs Ozoliņš,SIA Omniva,Latvia,Jelgava,Sales & Partnerships,Commercial,Partnership Manager,Manager,OMN-00067,Evelin Sepp,Seasonal,Permanent,Hybrid,2016-03-08,,Active,Yes,2016-03-25,Yes,Not required,2025-04-16,Yes,78,2,10,SAP SuccessFactors,Yes,
OMN-02622,Katrīna Vītols,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02615,Edgars Vītols,Full-time,Fixed-term,Rotating,2026-06-21,,Active,No,,Yes,Yes,2026-06-24,Not eligible,88,4,17,SAP SuccessFactors,No,
OMN-02623,Ilze Jansons,SIA Omniva,Latvia,Riga,Customer Support,Support,Customer Support Agent,Specialist,OMN-02712,Elīna Kļaviņa,Full-time,Permanent,Standard office hours,2024-08-21,,Active,No,,Yes,Not required,2024-11-25,Yes,98,2,17,SAP SuccessFactors,Yes,
OMN-02624,Edgars Liepiņa,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Senior Courier,Senior,OMN-02481,Ilze Zariņš,Full-time,Permanent,Evening,2014-06-21,,Active,Yes,2014-07-30,Yes,Yes,2023-09-22,Yes,55,4,0,SAP SuccessFactors,No,
OMN-02625,Mārtiņš Jansons,SIA Omniva,Latvia,Daugavpils,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Permanent,Morning,2022-01-25,,Active,Yes,2022-02-25,Yes,Yes,2026-06-02,Yes,84,10,22,SAP SuccessFactors,Yes,
OMN-02626,Roberts Zariņš,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Support Quality Specialist,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Fixed-term,Rotating,2020-12-21,,Exited,No,,No,Not required,,Yes,73,5,0,SAP SuccessFactors,Yes,Exit date missing for exited employee
OMN-02627,Artūrs Zariņš,SIA Omniva,Latvia,Valmiera,IT & Product,Technology,Product Specialist,Specialist,OMN-02456,Kristaps Kalniņš,Full-time,Fixed-term,Standard office hours,2017-02-18,,Active,Yes,2017-03-12,Yes,Not required,2022-09-21,No,68,4,0,SAP SuccessFactors,No,
OMN-02628,Jānis Zariņš,SIA Omniva,Latvia,Jelgava,Data & Automation,Data & Automation,Junior People Data Specialist,Junior,OMN-02450,Artūrs Kalniņš,Seasonal,Permanent,Hybrid,2014-03-04,2021-10-14,Exited,Yes,2014-04-15,Yes,Not required,2014-10-24,Yes,78,0,14,SAP SuccessFactors,Yes,
OMN-02629,Laura Bērziņš,SIA Omniva,Latvia,Valmiera,HR & People Operations,People,Junior HR Specialist,Junior,OMN-02506,Sanita Jansons,Part-time,Permanent,Hybrid,2026-03-28,,Active,Yes,2026-05-16,Yes,Not required,2026-06-19,Not eligible,73,0,9,SAP SuccessFactors,Yes,
OMN-02630,Roberts Zariņš,SIA Omniva,Latvia,Daugavpils,HR & People Operations,People,HR Specialist,Specialist,OMN-02524,Anna Ozoliņš,Full-time,Fixed-term,Hybrid,2021-02-15,,Active,Yes,2021-03-15,Yes,Not required,2023-04-24,Yes,83,5,0,SAP SuccessFactors,Yes,
OMN-02631,Katrīna Kļaviņa,SIA Omniva,Latvia,Riga,Data & Automation,Data & Automation,Senior People Data Specialist,Senior,OMN-02450,Artūrs Kalniņš,Full-time,Permanent,Standard office hours,2014-05-28,,Active,Yes,2014-07-18,Yes,Not required,2022-08-22,Yes,91,6,0,SAP SuccessFactors,Yes,
OMN-02632,Laura Priede,SIA Omniva,Latvia,Liepaja,IT & Product,Technology,Junior Software Engineer,Junior,OMN-02435,Sanita Jansons,Full-time,Permanent,Remote-friendly,2024-04-29,,Active,No,,Yes,Not required,2025-04-19,No,94,0,7,SAP SuccessFactors,Yes,
OMN-02633,Ilze Vītols,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02610,Līga Krūmiņš,Part-time,Permanent,Weekend support,2018-04-16,,Active,Yes,2018-05-20,Yes,Yes,2024-05-06,Yes,61,3,7,SAP SuccessFactors,No,
OMN-02634,Anna Krūmiņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2014-04-23,,Active,Yes,2014-06-22,Yes,Yes,2014-08-31,Yes,75,0,34,SAP SuccessFactors,Yes,
OMN-02635,Anna Krūmiņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Fixed-term,Rotating,2021-04-15,,Active,Yes,2021-05-26,Yes,Yes,2026-02-06,Yes,90,8,10,SAP SuccessFactors,No,
OMN-02636,Mārtiņš Zariņš,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Senior Field Service Coordinator,Senior,OMN-02615,Edgars Vītols,Contractor,Permanent,Standard office hours,2016-12-26,,Active,Yes,2017-01-28,No,Yes,,No,99,1,9,SAP SuccessFactors,No,
OMN-02637,Edgars Zariņš,SIA Omniva,Latvia,Daugavpils,HR & People Operations,People,People Operations Specialist,Specialist,OMN-02435,Sanita Jansons,Full-time,Permanent,Hybrid,2016-03-24,,Active,Yes,2016-04-01,Yes,Not required,2023-10-04,Yes,62,3,23,SAP SuccessFactors,Yes,
OMN-02638,Kristaps Ozoliņš,SIA Omniva,Latvia,Riga,Sales & Partnerships,Commercial,Senior Key Account Coordinator,Senior,OMN-02621,Artūrs Ozoliņš,Full-time,Service contract,Standard office hours,2025-12-17,,Active,Yes,2026-02-11,Yes,Not required,2026-05-02,Yes,88,0,4,SAP SuccessFactors,No,
OMN-02639,Jānis Liepiņa,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2016-07-13,2023-03-26,Exited,Yes,2016-07-22,Yes,Yes,2019-03-26,Yes,96,5,0,SAP SuccessFactors,No,
OMN-02640,Katrīna Jansons,SIA Omniva,Latvia,Riga,Legal & Compliance,Legal & Compliance,Data Protection Coordinator,Specialist,OMN-02712,Elīna Kļaviņa,Full-time,Permanent,Standard office hours,2014-05-17,,Active,Yes,2014-07-12,Yes,Not required,2024-03-29,Not eligible,80,1,0,SAP SuccessFactors,No,
OMN-02641,Elīna Priede,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02437,Dace Zariņš,Full-time,Permanent,Rotating,2020-08-27,,Active,No,,Yes,Yes,2021-02-15,No,72,7,17,SAP SuccessFactors,No,
OMN-02642,Anna Kļaviņa,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Senior Field Service Coordinator,Senior,OMN-02506,Sanita Jansons,Full-time,Fixed-term,Rotating,2014-01-25,,Active,Yes,2014-03-22,No,Yes,,No,71,0,13,SAP SuccessFactors,No,
OMN-02643,Mārtiņš Priede,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2023-01-23,,Active,Yes,2023-03-05,No,Yes,,Yes,76,0,13,SAP SuccessFactors,No,
OMN-02644,Dace Jansons,SIA Omniva,Latvia,Riga,Customer Support,Support,Customer Support Agent,Specialist,OMN-02464,Elīna Priede,Full-time,Fixed-term,Rotating,2020-09-05,,Active,Yes,2020-10-01,Yes,Not required,2025-09-17,No,81,8,21,SAP SuccessFactors,Yes,
OMN-02645,Rihards Priede,SIA Omniva,Latvia,Riga,International Logistics,Logistics,International Logistics Specialist,Junior,OMN-02525,Kristaps Kalniņš,Part-time,Permanent,Rotating,2026-02-16,,Active,Yes,2026-02-20,Yes,Not required,2026-03-18,No,99,0,16,SAP SuccessFactors,Yes,
OMN-02646,Ilze Liepiņa,SIA Omniva,Latvia,Riga,Data & Automation,Data & Automation,Senior People Data Specialist,Senior,OMN-02450,Artūrs Kalniņš,Seasonal,Permanent,Hybrid,2017-06-04,2024-04-10,Exited,Yes,2017-07-07,Yes,Not required,2021-07-10,Yes,71,7,4,SAP SuccessFactors,Yes,
OMN-02647,Elīna Bērziņš,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02615,Edgars Vītols,Full-time,Permanent,Rotating,2020-08-01,,Active,Yes,2020-09-04,Yes,Yes,2025-07-13,Yes,72,0,10,SAP SuccessFactors,No,
OMN-02648,Kristaps Bērziņš,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-02437,Dace Zariņš,Full-time,Permanent,Standard office hours,2018-01-10,,Active,Yes,2018-02-21,Yes,Not required,2025-07-09,Yes,79,2,12,SAP SuccessFactors,Yes,
OMN-02649,Jānis Bērziņš,SIA Omniva,Latvia,Liepaja,Parcel Locker Network,Technical Operations,Department Manager,Manager,OMN-02572,Mārtiņš Liepiņa,Full-time,Permanent,Weekend support,2026-05-09,,Active,Yes,2026-06-23,Yes,Yes,2026-06-09,Not eligible,82,10,2,SAP SuccessFactors,No,
OMN-02650,Mārtiņš Bērziņš,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02649,Jānis Bērziņš,Part-time,Service contract,Weekend support,2025-10-01,,Active,Yes,2025-10-30,Yes,Yes,2025-10-29,No,86,5,0,SAP SuccessFactors,No,
OMN-02651,Anna Priede,SIA Omniva,Latvia,Daugavpils,Customer Support,Support,Customer Support Agent,Junior,OMN-02610,Līga Krūmiņš,Part-time,Permanent,Weekend support,2014-09-07,,Active,Yes,2014-09-14,Yes,Not required,2023-10-09,Yes,75,9,15,SAP SuccessFactors,Yes,
OMN-02652,Jānis Kalniņš,SIA Omniva,Latvia,Daugavpils,International Logistics,Logistics,Senior Transit Operations Coordinator,Senior,OMN-02525,Kristaps Kalniņš,Full-time,Fixed-term,Rotating,2015-06-06,,Active,Yes,2015-07-20,Yes,Not required,2024-11-12,Yes,81,1,0,SAP SuccessFactors,Yes,
OMN-02653,Roberts Zariņš,SIA Omniva,Latvia,Valmiera,Sales & Partnerships,Commercial,Team Lead,Lead,OMN-02437,Dace Zariņš,Full-time,Permanent,Hybrid,2015-03-11,,Active,Yes,2015-04-09,Yes,Not required,2025-07-29,Yes,98,0,18,SAP SuccessFactors,Yes,
OMN-02654,Elīna Zariņš,SIA Omniva,Latvia,Daugavpils,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Full-time,Service contract,Night,2022-05-23,,Exited,Yes,2022-06-07,Yes,No,2024-03-02,Yes,62,11,23,SAP SuccessFactors,Yes,Exit date missing for exited employee
OMN-02655,Ilze Bērziņš,SIA Omniva,Latvia,Daugavpils,IT & Product,Technology,Senior Software Engineer,Senior,OMN-02456,Kristaps Kalniņš,Full-time,Permanent,Hybrid,2025-03-23,,Active,Yes,2025-04-29,Yes,Not required,2025-07-31,Yes,75,0,17,SAP SuccessFactors,No,
OMN-02656,Laura Liepiņa,SIA Omniva,Latvia,Jelgava,Customer Support,Support,Customer Support Agent,Junior,OMN-02610,Līga Krūmiņš,Seasonal,Permanent,Standard office hours,2015-07-14,,Active,Yes,2015-08-12,Yes,Not required,2019-11-28,Yes,70,1,3,SAP SuccessFactors,Yes,
OMN-02657,Līga Krūmiņš,SIA Omniva,Latvia,Liepaja,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Weekend support,2025-07-28,,Active,Yes,2025-08-21,Yes,Yes,2026-03-03,Yes,95,4,10,SAP SuccessFactors,Yes,
OMN-02658,Elīna Priede,SIA Omniva,Latvia,Jelgava,IT & Product,Technology,Product Specialist,Specialist,OMN-02435,Sanita Jansons,Full-time,Permanent,Remote-friendly,2026-02-25,2026-03-30,Exited,Yes,2026-04-02,Yes,Not required,2026-03-22,Not eligible,63,7,4,SAP SuccessFactors,No,
OMN-02659,Artūrs Vītols,SIA Omniva,Latvia,Jelgava,Legal & Compliance,Legal & Compliance,Data Protection Coordinator,Specialist,OMN-02712,Elīna Kļaviņa,Full-time,Permanent,Standard office hours,2025-03-17,,Active,Yes,2025-03-29,Yes,Not required,2026-03-24,Yes,62,3,5,SAP SuccessFactors,No,
OMN-02660,Roberts Ozoliņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Morning,2025-07-26,,Active,Yes,2025-08-06,Yes,Yes,2026-06-21,Yes,67,1,31,SAP SuccessFactors,No,
OMN-02661,Laura Liepiņa,SIA Omniva,Latvia,Liepaja,International Logistics,Logistics,Customs Support Specialist,Specialist,OMN-02431,Rihards Krūmiņš,Full-time,Fixed-term,Standard office hours,2024-12-16,,Active,Yes,2024-12-22,Yes,Not required,2025-02-01,Yes,81,6,8,SAP SuccessFactors,Yes,
OMN-02662,Mārtiņš Kalniņš,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Support Quality Specialist,Specialist,OMN-02524,Anna Ozoliņš,Full-time,Permanent,Standard office hours,2023-07-24,,Active,No,,Yes,Not required,2023-11-27,No,62,4,13,SAP SuccessFactors,Yes,
OMN-02663,Rihards Zariņš,SIA Omniva,Latvia,Daugavpils,HR & People Operations,People,Senior People Operations Specialist,Senior,OMN-02464,Elīna Priede,Full-time,Permanent,Standard office hours,2024-10-16,,Active,Yes,2024-12-05,Yes,Not required,2025-07-27,No,93,2,10,SAP SuccessFactors,Yes,
OMN-02664,Ilze Bērziņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Junior,OMN-02686,Jānis Zariņš,Seasonal,Service contract,Evening,2017-05-07,,Active,Yes,2017-05-23,Yes,Yes,2017-07-31,Yes,61,8,44,SAP SuccessFactors,No,
OMN-02665,Rihards Kļaviņa,SIA Omniva,Latvia,Riga,Last-Mile Delivery,Operations,Courier,Junior,OMN-02530,Anna Bērziņš,Full-time,Fixed-term,Rotating,2018-03-08,2017-11-21,Exited,Yes,2018-04-21,Yes,Yes,2024-12-08,Not eligible,68,6,7,SAP SuccessFactors,No,Hire date after exit date
OMN-02666,Jānis Ozoliņš,SIA Omniva,Latvia,Daugavpils,Legal & Compliance,Legal & Compliance,Senior Legal Assistant,Senior,OMN-02712,Elīna Kļaviņa,Full-time,Permanent,Hybrid,2016-12-05,,Active,Yes,2017-01-13,No,Not required,,Not eligible,87,2,17,SAP SuccessFactors,No,
OMN-02667,Roberts Priede,SIA Omniva,Latvia,Daugavpils,Sales & Partnerships,Commercial,Senior Sales Specialist,Senior,,,Full-time,Permanent,Standard office hours,2026-06-11,,Active,No,,No,Not required,,Not eligible,56,6,0,SAP SuccessFactors,Yes,Missing manager
OMN-02668,Edgars Ozoliņš,SIA Omniva,Latvia,Riga,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Part-time,Fixed-term,Rotating,2017-11-18,,Active,Yes,2017-12-06,Yes,Yes,2022-10-03,Not eligible,99,0,4,SAP SuccessFactors,No,
OMN-02669,Edgars Krūmiņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Permanent,Rotating,2014-01-22,,Active,Yes,2014-03-08,Yes,Yes,2019-06-08,Yes,91,3,25,SAP SuccessFactors,Yes,
OMN-02670,Rihards Ozoliņš,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Junior,OMN-02530,Anna Bērziņš,Contractor,Permanent,Rotating,2014-12-28,2021-05-17,Exited,Yes,2015-02-03,Yes,Yes,2020-04-05,Yes,57,0,17,SAP SuccessFactors,No,
OMN-02671,Roberts Bērziņš,SIA Omniva,Latvia,Riga,Sorting Center Operations,Operations,Senior Sorting Operator,Senior,,,Full-time,Permanent,Evening,2020-05-31,,Active,Yes,2020-07-22,Yes,Yes,2021-10-11,No,56,5,3,SAP SuccessFactors,Yes,Missing manager
OMN-02672,Kristaps Kļaviņa,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Service contract,Morning,2023-08-21,,Active,Yes,2023-08-27,Yes,No,2024-06-30,Yes,75,11,25,SAP SuccessFactors,No,
OMN-02673,Laura Jansons,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02437,Dace Zariņš,Seasonal,Permanent,Morning,2015-12-23,,Active,Yes,2016-01-14,Yes,Yes,2020-04-02,Yes,79,5,0,SAP SuccessFactors,No,
OMN-02674,Laura Vītols,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02481,Ilze Zariņš,Full-time,Fixed-term,Morning,2020-11-03,,Active,Yes,2020-12-04,Yes,No,2023-10-16,Yes,85,3,18,SAP SuccessFactors,No,
OMN-02675,Laura Priede,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02615,Edgars Vītols,Full-time,Permanent,Rotating,2026-02-28,,Active,Yes,2026-03-16,No,Yes,,No,56,6,12,SAP SuccessFactors,No,
OMN-02676,Jānis Ozoliņš,SIA Omniva,Latvia,Valmiera,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02678,Sanita Liepiņa,Contractor,Permanent,Rotating,2015-02-18,,Active,Yes,2015-04-08,No,Yes,,Yes,69,0,4,SAP SuccessFactors,No,
OMN-02677,Anna Kalniņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02481,Ilze Zariņš,Seasonal,Fixed-term,Morning,2022-11-08,2025-12-27,Exited,Yes,2022-12-24,Yes,Yes,2025-10-19,Yes,,0,24,SAP SuccessFactors,No,
OMN-02678,Sanita Liepiņa,SIA Omniva,Latvia,Riga,Sorting Center Operations,Operations,Sorting Line Lead,Lead,OMN-02525,Kristaps Kalniņš,Full-time,Permanent,Rotating,2026-05-16,,Active,Yes,2026-06-28,Yes,Yes,2026-06-05,Not eligible,,1,0,SAP SuccessFactors,Yes,
OMN-02679,Roberts Bērziņš,SIA Omniva,Latvia,Liepaja,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02506,Sanita Jansons,Full-time,Permanent,Standard office hours,2026-04-26,2026-06-09,Exited,Yes,2026-06-19,Yes,Yes,2026-06-22,Not eligible,85,3,5,SAP SuccessFactors,No,
OMN-02680,Dace Krūmiņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Junior,OMN-02686,Jānis Zariņš,Full-time,Permanent,Night,2024-11-28,,Active,Yes,2025-01-11,Yes,Yes,2026-04-04,Yes,92,0,6,SAP SuccessFactors,Yes,
OMN-02681,Artūrs Zariņš,SIA Omniva,Latvia,Valmiera,Customer Support,Support,Support Quality Specialist,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2014-03-29,,Active,Yes,2014-05-06,Yes,Not required,2018-06-06,Yes,59,0,0,SAP SuccessFactors,Yes,
OMN-02682,Sanita Liepiņa,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02437,Dace Zariņš,Full-time,Service contract,Night,2014-07-03,,Exited,Yes,2014-07-14,No,Yes,,Yes,91,9,37,SAP SuccessFactors,Yes,Exit date missing for exited employee
